title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Ralph Cecil Horner: product of the Ottawa Valley.","Fortune, Clifford Roy","1999","not available","Horner, Ralph C; (Ralph Cecil), 1854-1921; Holiness; Methodist Church ;Ontario ;History 19th Century","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/66e986bc-6149-48c4-ab4c-86f678fe2ad4/etd_pdf/68481acb7fa364441eb988a64ee52144/fortune-ralphcecilhornerproductoftheottawavalley.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_195.html"
"Missed opportunities; first Canadian army and the air plan for operation Totalize, 7-10 1944.","Perrun, Jody","1999","not available","Canada; Canadian Army ; Battalion, Highland Light Infantry Of Canada, 1st ;History;World War, 1939-1945 ;Campaigns ;Normandy;Canada; Canadian Army ;World War, 1939-1945 ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/546854a7-f881-4bff-ba24-83e35d8c486f/etd_pdf/f3aa317e99f0dff03c5c38461af5cbcc/perrun-missedopportunitiesfirstcanadianarmyandthe.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_196.html"
"Red Tory: the political ideas and legislative legacy of R. B. Bennett.","Peacock, Kurt","1999","not available","Bennett, R; B; (Richard Bedford), 1870-1947Canada ;Politics And Government 20th Century;Progressive Conservative Party Of Canada;History 20th Century;Canadian Broadcasting Corporation; Bank Of Canada ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/2415aae6-da8f-487e-a6eb-7815b6635e36/etd_pdf/f451aa545befd024abb315e0ef46e092/peacock-redtorythepoliticalideasandlegislativelegacy.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_197.html"
"Writing out of orthodoxy: Lily Dougall, Anglican modernist, 1858-1923","Dean, Joanna","1999","Lily Dougall (1858-1923) was a Canadian novelist and religious essayist. This biography charts her intellectual development from her evangelical youth in Montreal and New York to her prominence as a religious speaker and writer with the Anglican Modernist movement in Oxford, England. It is an investigation into the gendered cultural context within which modern experiential faith has developed.  Lily Dougall was known in Britain for her thought-provoking novels, such as Beggars All (1891), when she published, anonymously, the controversial lyrical religious essay, Pro Christo et Ecclesia (1900). Between 1900 and 1923 she wrote and edited a series of widely read works of modern theology, and became a popular modernist speaker, an advocate of spiritual healing through the Guild of Heaith, and a mentor to the Student Christian Movement and the Anglican Fellowship. With Canon B.H. Streeter, she created the Cumnor Group, an influential discussion group dedicated to liberal theology.  As a religious modernist, Lily Dougall advocated free intellectual inquiry and rejected the traditional authorities of creed, doctrine and the Bible. She did not find miracles, even the miracles of the virein birth and phvsical resurrection of Christ, central to her faith. Instead her theology was experiential, based on the personal experience of God. The thesis identifies the origins of this liberal and experiential faith in the work of Friedrich Schleiermacher, Thomas Carlyle, F.D. Maurice, and American holiness theologian Thomas Upham, and describes the evolution of her religious thought through evangelicalism, the Anglican Broad Church, Christian socialism, personal idealism, modernism and Christian fellowship.  The thesis argues for a more contextual and historically nuanced understanding of religious experience. It analyses the gendered nature of liberal spirituality, which shaped, and sometimes silenced, women’s theological expression, and discusses Dougall’s difficulties entering and working within the masculine world of theology. Finally, it examines the links between Edwardian experiential faith and the development of feminist theology, the modern study of mysticism, and the early science of psychology. ","Dougall, Lily, 1858-1923 ;Criticism And Interpretation; Liberalism (Religion);Feminist Theology","Canada;Montreal;US;New York;Oxford;England","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/4f6f57e2-ea99-4164-9e0c-dbefbac5eeb7/etd_pdf/5f058c063abc77af1bcdec0457211b3b/dean-writingoutoforthodoxylilydougallanglicanmodernist.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_198.html"
"Winning trench warfare: battlefield intelligence in the Canadian Corps, 1914-1918.","Jenkins, Dan Richard","1999","not available","World War, 1914-1918 ;Military Intelligence ;Canada;Military Intelligence ;Canada;History;World War, 1914-1918 ;Trench Warfare","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d2faed33-549a-4c18-9537-f351e41302b3/etd_pdf/1367d871920752d13414d870c9dfe862/jenkins-winningtrenchwarfarebattlefieldintelligence.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_199.html"
"Exercise Musk Ox: lost opportunities.","Thrasher, Kevin Mendel","1998","not available","Military Maneuvers ;Cold Weather Conditions;Military Maneuvers ;Canada, Northern; Transportation, Military ;Cold Weather Conditions; Arctic Regions ;Military Policy;Canada;Politics And Government 1935-1948","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/64e39700-c3d0-46c7-82b7-b4dad60ddc1e/etd_pdf/fc7cb15adfce59b5053ff9d47ed8c2fd/thrasher-exercisemuskoxlostopportunities.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_200.html"
"Women of the cloth - weavers in Westmorland and Charlotte counties, New Brunswick 1871-1891.","Rygiel, Judith Anne","1998","not available"," Women ;Employment ;New Brunswick;History; Weavers ;New Brunswick;History; Women Textile Workers ;New Brunswick; Textile Industry ;New Brunswick;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ea2d68fb-e96e-487a-824d-637ea0fc2d0a/etd_pdf/cb2560cfaa9d7b0e162e80582d955ac1/rygiel-womenoftheclothweaversinwestmorlandandcharlotte.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_201.html"
"Implementing NORAD, 1956-1962; the bureaucratic tug of war for access and influence.","Allin, Robert Douglas","1998","not available","North American Air Defense Command;Canada;Military Relations ;United States;United States;Military Relations ;Canada;Canada;Politics And Government 1957-1963","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/531bdf82-061e-409a-9f36-6473cd75a8a3/etd_pdf/841bd771f674ac04d4f72f389be2e867/allin-implementingnorad19561962thebureaucratictug.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_202.html"
"Ammianus Marcellinus as a guide to the strategies of Julians Gallic campaign 356 - 361.","White, Andrea","1998","not available","Ammianus Marcellinus; Rerum Gestarum Libri;Ammianus Marcellinus;Political And Social Views;Rome ;History Julian, 361-363Gaul ;History 58 B;c;-511 A;d;Rome ;History Empire, 284-476","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/17f40d66-ad86-46ee-9d7d-30d005c120c2/etd_pdf/5dce641edc754af8a959f8875e27abf1/white-ammianusmarcellinusasaguidetothestrategies.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_203.html"
"In the spirit of judaism: the National Council of Jewish Women of Canada in historical perspective 1897-1990.","Lecours, Natasha T.","1998","not available","National Council Of Jewish Women ;History; Jewish Women ;Canada;Societies And Clubs ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/f2b27593-4173-466a-aa7a-9a7ab442a06d/etd_pdf/2884a718f17690f2b9667715d93d1df3/lecours-inthespiritofjudaismthenationalcouncilofjewish.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_204.html"
"1951 agreement between the Red Cross and St. John Ambulance; case study of the effect of Civil Defence on Canadas Health Care system.","Toxopeus, Deanna","1997","not available","Canadian Red Cross Society ;History; St; John Ambulance Association; Canadian Branch ;History; Civil Defense ;Canada;History; Medical Care ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/cb3c8205-ad1f-4fb8-8a72-e28a415b1a17/etd_pdf/34f7c427bd354746188c1df396debdff/toxopeus-1951agreementbetweentheredcrossandstjohnambulance.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_205.html"
"Honest brokers? Canada and the International Commission for Supervision and Control, Cambodia: 1954 to 1964.","Kerr, Jeffrey L.","1997","not available","Cambodia ;History 1953-1975International Commission For Supervision And Control In Cambodia;Canada;Relations ;United States;United States;Relations ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/299ee9df-1848-4e4c-8f2e-46858d4b08a5/etd_pdf/663f4aecb5a58268fcfe3d6d69271d7a/kerr-honestbrokerscanadaandtheinternationalcommission.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_206.html"
"Minor tranquilizing drugs and the medicalization of everyday life, in English-speaking Canada, 1945-1962.","Crabb, Leona","1997","not available","Tranquilizing Drugs; Drug Utilization ;Social Aspects;Canada; Mental Health ;Canada;History; Women ;Canada;Social Conditions","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d895715e-439f-4e4a-8fb3-7ccdfe1442c3/etd_pdf/7f4b58ad8ca4f45306dca621165cc8a8/crabb-minortranquilizingdrugsandthemedicalization.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_207.html"
"Ground for common action: Violet McNaughtons Agrarian feminism and the origins of the farm womens movement in Canada.","Taylor, Georgina M.","1997","not available","Mcnaughton, Violet, 1879-1968; Feminism ;Canada;History; Women ;Suffrage ;Canada;History; Women In Agriculture ;Canada;History; Medical Care ;Canada;History; Rural Women ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/348287ef-aa8f-4914-8b18-ae5e331176c2/etd_pdf/775a8af07dd169be78016f9e15161d42/taylor-groundforcommonactionvioletmcnaughtonsagrarian.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_208.html"
"Freedom and grace: Mainline protestant thought in Canada, 1900-1960.","Krygsman, Hubert Richard","1997","not available","Protestant Churches ;Canada;History 20th Century; Protestantism 20th Century; Theology, Doctrinal 20th Century","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/7295d11f-11d8-44b4-bfc6-bcbdb43659b3/etd_pdf/e21131fd80effd7a1ddd191b2a770126/krygsman-freedomandgracemainlineprotestantthoughtin.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_209.html"
"Endormez-moi! An early twentieth-century obstetrical practice in the Gatineau Valley, Quebec.","Elliott, Jayne","1997","not available","Geggie, Harold J; G;Medicine, Rural ;Practice ;Quebec (Province) ;Gatineau River Valley; Childbirth At Home ;Quebec (Province) ;Wakefield; Obstetrics ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/4da946ca-7bad-4066-991c-a12d120ba8eb/etd_pdf/ca9d2f1469540ae4ec5d2b0977bf1beb/elliott-endormezmoianearlytwentiethcenturyobstetrical.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_210.html"
"The Reich labour service in peace and war; a survey of the Reichsarbeitsdienst and its predecessors 1920-1945.","Heyck, Hartmut","1997","not available","Labor Service ;Germany ;History; National Service ;Germany ;History; National Socialism; Young Volunteers In Community Development ;Germany ;History; Youth ;Employment ;Germany ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ba1b4557-2185-4e06-9ffe-a4090cdbd117/etd_pdf/acfad8945fb65110e2e6dbd4cc9b90e1/heyck-thereichlabourserviceinpeaceandwarasurvey.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_211.html"
"Beyond the visionary mountains: the Alpine Club of Canada and the Canadian National Park idea, 1906-1969.","Reichwein, PearlAnn","1996","not available","Alpine Club Of Canada ;History; National Parks And Reserves ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/77850b6d-be91-4e86-a9bf-835ef9177b0b/etd_pdf/8993e3ea641d353901ae4935219794aa/reichwein-beyondthevisionarymountainsthealpineclubof.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_212.html"
"Ringing out the narrowing lust of gold, ringing in the common love of good; the United Farmers of Ontario in Lambton, Simcoe and Lanark Counties, 1914-1926.","Badgley, Kerry A.","1996","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/74b4407c-8679-4808-abe1-06daacd36e9e/etd_pdf/c15819bfc9f69c6f44eedf0ff858621f/badgley-ringingoutthenarrowinglustofgoldringingin.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_213.html"
"Uncharted waters; the development of the helicopter carrying destroyer in the post-war Royal Canadian Navy, 1943-1964.","Cafferky, Michael Shawn","1996","not available","Canada; Royal Canadian Navy ;Aviation ;History; Military Helicopters ;Canada; Destroyer Escorts ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ef78b7f2-0fc2-4da2-b7e5-f3bed87e4e31/etd_pdf/f0aef7e9098e495488bf4ae1b8de0368/cafferky-unchartedwatersthedevelopmentofthehelicopter.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_214.html"
"Hard in the attack: the Canadian Army in Sicily and Italy, July 1943- June 1944.","Cessford, Michael Pearson","1996","not available","World War, 1939-1945 ;Campaigns ;Italy;World War, 1939-1945 ;Campaigns ;Italy;Sicily;Canada; Canadian Army ;World War, 1939-1945 ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/bdb35cde-56cf-4be0-9b81-c8fc70e574b4/etd_pdf/9ee3742bb57bccbc0421ad27b10a4f89/cessford-hardintheattackthecanadianarmyinsicilyand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_215.html"
"The Commonwealth labour conferences, the British Labour Party model, and their influence on Canadian social democratic politics, 1920-1961.","Barker, Ray Clinton","1996","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/29c29c68-a5b4-4c13-a070-9b2b4a8e9e12/etd_pdf/1eb2c15f006f318d392010f2ee3c21ef/barker-thecommonwealthlabourconferencesthebritish.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_216.html"
"The Apotheosis of protestantism: the concept of work in Carlyle.","Hare, John Edward","1995","not available","Carlyle, Thomas, 1795-1881; Sartor Resartus;Carlyle, Thomas, 1795-1881; Past And Present; Work; Calvinism; Transcendentalism","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/6439b402-3e2f-4a3d-aef8-f46c3edbfe28/etd_pdf/22a1ab0772fdc0fc23ae63f82c4bc4aa/hare-theapotheosisofprotestantismtheconceptofwork.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_217.html"
"Reluctant mediator: Canada, the United Nations and the Kashmir crisis, 1947-1949.","Kelly, E. A.","1995","not available","Kashmir (India) ;Politics And Government;India;Foreign Relations ;Canada;Canada;Foreign Relations ;India; World Politics 1945-","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ed45b95a-f2ad-457a-a2c2-aeb8d671243b/etd_pdf/c01b08695850d8c88699c15cb8801144/kelly-reluctantmediatorcanadatheunitednationsand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_218.html"
"The origins of Canadian participation in the United Nations operation in the Congo, 1960.","Spooner, Kevin A.","1995","not available","Canada;Foreign Relations ;Congo (Democratic Republic)Congo (Democratic Republic) ;History Civil War, 1960-1965United Nations ;Congo (Democratic Republic)","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/017c558e-c590-45e7-a804-7224e133dc10/etd_pdf/182f7863dddee512f849399fdc6ed84e/spooner-theoriginsofcanadianparticipationintheunited.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_219.html"
"Lenin for sale; the rise and fall of the personality cult of V. I. Lenin in Soviet Russia.","Smith, Trevor J.","1995","not available","Lenin, Vladimir Il&#39;ich, 1870-1924Heads Of State ;Soviet Union; Cults ;Soviet Union;Soviet Union;Politics And Government 1917-1936","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/4b51ed92-d601-4432-b022-cbc69929d40b/etd_pdf/1bd824c3b89b0126f5b5691d313e1c30/smith-leninforsaletheriseandfallofthepersonality.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_220.html"
"Cold actions, cold methods, cold war: Canadian foreign policy and the Prague coup of 1948.","Villeneuve, Susan A.","1995","not available","Czechoslovakia;History Coup D&#39;etat, 1948;Canada;Foreign Relations ;Czechoslovakia;Canada;Foreign Relations ;Soviet Union;Cold War;History; World Politics 1945-Propaganda, Communist","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/f424f216-a63f-4c46-a9d0-e9e65eaa25af/etd_pdf/4a34d9cf1ff34cc0dbe03c9db554fe1f/villeneuve-coldactionscoldmethodscoldwarcanadianforeign.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_221.html"
"The limits of humanity; George Bell, the Church of England, and German refugees 1933-1939.","Blumenthal, Heather","1995","not available","Bell, George Kennedy Allen, Bp; Of Chichester, 1883-1958; Church Of England; Refugees, Jewish ;Great Britain ; Kristallnacht, 1938","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/9d240f69-54fc-439e-a776-e5ef6127eec3/etd_pdf/41f3de867dd1049069bab16f0970863c/blumenthal-thelimitsofhumanitygeorgebellthechurchofengland.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_222.html"
"Drawn from life: science, art and image in the depiction of Canada, 16th to 19th centuries.","Dickenson, Victoria","1995","not available","Natural History ;Canada;Canada;History;Pictorial Works;Canada;Pictorial Works","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/d8e98655-2867-4915-bedb-20b78920b805/etd_pdf/5741150a97b14e23e7172ca99cc2c905/dickenson-drawnfromlifescienceartandimageinthedepiction.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_223.html"
"Northern exposures; photographic and filmic representations of the Canadian North, 1920-1945.","Geller, Peter G.","1995","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/e094de84-3487-470e-a340-009cc9bf1020/etd_pdf/3b729240984051017d1604a2b3eeda95/geller-northernexposuresphotographicandfilmicrepresentations.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_224.html"
"Education and assimilation in the Lakehead, 1900-1939","Dixon, Lydia Janice Elizabeth","1995","Through a case study of the Lakehead, this thesis explores whether the provincial school system, with its Anglo-conformity approach to assimilation, was as important or exclusive an influence as Ontario education officials hoped and claimed in assimilating &quot;foreigners&quot; in the Lakehead between 1900 and 1939. The urban and rural areas of Port Arthur and Fort William, which experienced rapid population growth and changes in ethnic composition mainly due to heavy immigration of entrance status immigrants between 1900 and 1930, provided an excellent setting for the study of education and assimilation. The Lakehead&#39;s isolation and distance from central Ontario and limited financial and human resources of school boards, coupled with the rapid growth of the Lakehead&#39;s population with its particular socioeconomic and ethnic composition, shaped the development of provincial school education locally. These factors appeared to modify the original objectives stated by education officials to create a &quot;homogeneous citizenship&quot; through programs to achieve Anglo-conformity. The provincial school system was neither the only nor necessarily the most important influence on the assimilation process in the Lakehead between 1900 and 1939. Other agencies, which included religious, social, and political organizations sponsored by Canadians and immigrants of charter groups as well as entrance status immigrants, also played an important role in educating immigrants and shaping the assimilation process. Moreover, the role of these agencies changed throughout the period from 1900 to 1939.","Immigrants ; Education ; Ontario, Northern; Cross-cultural Studies; Children Of Immigrants ; Education ; Ontario, Northern; Minorities ;Canada; Cross-cultural Studies; Cultural pluralism","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/ab1d1ef0-2c9f-44d4-af2c-66ee21d3a9c5","https://shawngraham.github.io/test-collectionbuilder/items/hist_225.html"
"The rage for cheapness: food adulteration in the United Canadas and in the Dominion 1850-1920.","Lauer, Bruce H.","1994","not available","Food Adulteration And Inspection ;Canada;History;Food Adulteration And Inspection ;Law And Legislation ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/ccf724a3-6261-4ed5-a454-461fba5cfb95/etd_pdf/0afb03078b6800a15af19b81da7aff87/lauer-therageforcheapnessfoodadulterationintheunited.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_226.html"
"Seeking the highest good: social service at the University of Toronto, 1888-1937.","Burke, Sara Z.","1994","not available","University Of Toronto ;History; Women ;Attitudes; Social Service ;Ontario ; Toronto","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/384fc02d-11e3-4966-a008-0187b31371b9/etd_pdf/b1f6414250828067aff649bb013a2ed2/burke-seekingthehighestgoodsocialserviceattheuniversity.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_227.html"
"Gender, organized women, and the politics of institution building: founding the Victorian Order of Nurses for Canada, 1893-1900.","Boutilier, Beverly","1994","not available","Victorian Order Of Nurses For Canada ;History; National Council Of Women Of Canada ;History; Women ;Canada;Societies And Clubs ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/1d9a5f7e-da25-48f8-9fda-4bfbd12fb51e/etd_pdf/9cc1e619c17e61ccd4abbdc3e2c48acb/boutilier-genderorganizedwomenandthepoliticsofinstitution.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_228.html"
"The St. Lawrence seaway question, 1950-1954: the Canadian perspective.","Pattison, Christopher","1994","not available","Saint Lawrence Seaway ;Navigation;Saint Lawrence Seaway ; Power Utilization;Canada;Politics And Government 1948-1957Canals ;Canada; Canals ;United States","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/9e2db0c2-9444-417e-adb4-28f22d67cb36/etd_pdf/1472446526ac85e4d98801418e824fb6/pattison-thestlawrenceseawayquestion19501954thecanadian.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_229.html"
"Culture, class and community: new perspectives on the Klondike gold rush, 1896-1905.","Porsild, Charlene L.","1994","not available","Klondike River Valley (Yukon) ;Gold Discoveries; Frontier And Pioneer Life ;Yukon ;Klondike River Valley;Yukon ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/05a7befd-e62e-4b08-a186-5ad95d4bd70e/etd_pdf/dcbac5bdc46825b5307f558d9a109278/porsild-cultureclassandcommunitynewperspectiveson.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_230.html"
"Getting the lead out: state, capital and society and the development of New Brunswicks base metal industry, 1952-1972.","Kenny, James Lawrence","1994","not available","Metal Trade ;New Brunswick; Mineral Industries ;New Brunswick; Investments, American ;New Brunswick;New Brunswick;Economic Conditions;New Brunswick;Politics And Government","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/9b9601ab-d627-490a-92a5-d5ba477cc290/etd_pdf/2ba76a7b7022acdaa35717bf1d324544/kenny-gettingtheleadoutstatecapitalandsocietyand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_231.html"
"Lieutenant-general Guy Simonds and the battle of the Scheldt : study in generalship","Hisdal, Howard","1994","not available","Simonds, Guy Granville, 1903-1974Generals ;Canada; Scheldt River Estuary, Battle Of, 1944Canada; Canadian Army ;World War, 1939-1945 ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/1eed8326-201a-442f-b351-70691d5d8308","https://shawngraham.github.io/test-collectionbuilder/items/hist_232.html"
"Perceptions of vagrancy in extant legal records throughout the later middle ages, 1100-1400.","Moore, Stephen","1993","not available","Vagrancy ;Great Britain ;History;Great Britain ;History Medieval Period, 1066-1485Poor ;Great Britain ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/65049a16-71cb-4ccc-b5cd-867074d202f0/etd_pdf/e5f027e18b1a103948162123df08a7b1/moore-perceptionsofvagrancyinextantlegalrecords.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_233.html"
"Quaker migration and the founding of Bloomfield, Ontario.","Muller, Mary M.","1993","not available","Bloomfield (Ont;History; Quakers ;Ontario ;Bloomfield; Prince Edward (Ont;History; Dutches County (N;y;History; Society Of Friends ;Ontario ;Bloomfield; United Empire Loyalists ;Ontario ;Bloomfield","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/7d345f2c-6369-407d-bd1f-1982a436eb0f/etd_pdf/70b03568cef5ca936cf8efe7b686ad85/muller-quakermigrationandthefoundingofbloomfield.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_234.html"
"The busy East: boosting the Maritimes, 1910-1925.","Burridge, Stephen","1993","not available","Busy East; Maritime Provinces ;History; Maritime Provinces ;Economic Conditions;Canada;Politics And Government 1867-","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/e92d035a-3c9b-4e78-865b-d9b9cfd28e8f/etd_pdf/8afb698a4f3b887a53f254f1459d3265/burridge-thebusyeastboostingthemaritimes19101925.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_235.html"
"Nations mothers, Empires daughters: the Imperial Order Daughters of the Empire, 1920-1930.","Gaudet, Lisa","1993","not available","not yet catalogued","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/3ed4265f-8bc1-4687-a853-021788bf82f5/etd_pdf/06a43a3b8ff89558ec801652e565b9a7/gaudet-nationsmothersempiresdaughterstheimperial.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_236.html"
"To make intelligent beings yet more intelligent: the Canadian Federation of University Women, 1919-1931.","Hubley, Wendy","1993","not available","Canadian Federation Of University Women ;History; Women College Graduates ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/7235351b-8f71-44b4-92c5-df64cf87846d/etd_pdf/52593dcf494dec75d2466703b5f4dfb6/hubley-tomakeintelligentbeingsyetmoreintelligent.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_237.html"
