objectid,title,display_template,creator,date,degree,thesis_url,description,location,object_location,subject,format,rights,website,image_small
hist_177,"The education of non-commissioned officers, soldiers and their children in Britains Canadian garrisons 1800-1890",pdf,"Bradley, Charles S.",2002,Master of Arts,https://curve.carleton.ca/7405bd25-754c-4849-a438-a31169c5d7f1,"This study profiles the development of schools for soldiers and children of the regiments serving garrison duty in nineteenth-century Canada. It describes the structure of the army school system. the motives of its providers, and the intricacies of its policies. The work examines the reasons why British authorities were compelled to recognize the concept of schooling for the rank and file as well as their children. Educational reforms remained in the forefront of social reform within the army and, as such, stimulated much debate. Although the motivation was initially operational and humanitarian, schools were increasingly viewed by army policy makers and administrators as an instrument of socialization. For whatever reason. the military established schools for soldiers and their children well in advance of their civilian contemporarics. The analysis also examines whether Canada's unique ‘geographic location affected the British government's attitude towards education and family inthe military. Through examination of the Royal Canadian Rifle Regiment. a special unit raised 10 deal with problems of garrison duty in British North America. the thesis reveals that schools became an increasingly significant facet of garrison lif, demanding more and more of the administration’s attention and resources. The study also shows that the detached nature of military duties associated with these units fostered an increasingly dysfunctional education system within Canadian garrisons, foreshadowing a general decline in the quality of schooling for all children of the British military towards the end of the century. ",Canada,https://curve.carleton.ca/system/files/etd/7405bd25-754c-4849-a438-a31169c5d7f1/etd_pdf/0e5843f1ce7d447fd43d97ceb1aa800d/bradley-theeducationofnoncommissionedofficerssoldiers.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_178,Ordered compassion : Irish members of the Sisters of Charity of Ottawa in the mid-nineteenth century,pdf,"Fitzgibbon, Linda",2002,Master of Arts,https://curve.carleton.ca/d1d101a9-9045-4df1-97d5-03bde1de855d,"In 1845 the Sisters of Charity established a mission in Bytown. This thesis will examine the role that the Sisters played in shaping the network of social and religious services in the area. In doing so it attempts to fill a gap in our historical knowledge. A number of the Sisters were Irish female immigrants and played an active role in the Order. There has been a lack of attention to the female members of the Irish diaspora in Canada and the degree to which they displayed agency and helped to shape the emerging Canadian society. Although these women were members of a highly structured religious congregation, they worked within the system to carve out successful and satisfying careers. Their faith was central to their lives and they were inspired by the overwhelming urge to find their salvation by social action. The Sisters’ spirituality cannot be separated from their lives and work. It allowed them to persist in overcoming the hardships and poverty of life in the convent and sustained them in their struggle to succeed in their mission in Bytown. The Sisters were actively involved in organizations which had a direct impact on the newly emerging city of Ottawa. By using records housed in the religious archives of the Sisters of Charity of Ottawa and the Oblate Fathers of Mary Immaculate, this thesis attempts to explore how the Sisters negotiated issues relating to gender, class, ethnicity, and religion as they worked to build their institutions. ",Canada;Ottawa,https://curve.carleton.ca/system/files/etd/d1d101a9-9045-4df1-97d5-03bde1de855d/etd_pdf/da51806f6559c7347ae486587c5cde79/fitzgibbon-orderedcompassionirishmembersofthesisters.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_179,"They brought us Eatons catalogues : issues of gender, consumerism, and citizenship in the stories of Second World War British war brides.",pdf,"Kennedy, Corrine",2002,Master of Arts,https://curve.carleton.ca/e57afbc8-0863-4131-960b-d60ef7268f82,"Close to 48,000 women and 22,000 children travelled to Canada from Britain during, and in the years immediately following, the Second World War. Throughout their journey to Canada, and even after their arrival, war brides came into contact with government bodies like the Canadian Wives’ Bureau, as well as voluntary organizations. These groups were instruments of education and acculturation and focused their ‘Canadianization’ lessons on war brides’ roles as wives, mothers, and consumers. War brides continually negotiated and selected messages in order to make use of tools that would suit their own needs. They did this, for example, through the War Brides’ Clubs they organized in Canada. This thesis uses records of the Department of Mines and Resources, Immigration Branch, Department of National Defence, records of various voluntary organizations, as well as the oral histories of British war brides to investigate aspects of gender, consumerism, citizenship, and “Britishness” in the stories of war brides. ",Canada,https://curve.carleton.ca/system/files/etd/e57afbc8-0863-4131-960b-d60ef7268f82/etd_pdf/d081e6adb3cbf52bcce10bfc9241b550/kennedy-theybroughtuseatonscataloguesissuesofgender.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_180,Memoirs of the royals of Russia abroad: benevolent autocracy unrepented,pdf,"Kent, Lindsay",2002,Master of Arts,https://curve.carleton.ca/fc80718e-e215-435c-8cac-2d37985f8d8f,"This study examines the memoirs of four Grand Dukes and Duchesses of the Russian House of Romanov written during their exile following the Revolutions of 1917. Their recollections of childhood and education are examined to determine the origin of ideologies and values that guided them through their adult years. Grand ducal roles are observed to determine if they had any influence on the Tsar. The Romanovs’ recollections of the important personages of their time, and of their experiences of revolution, are documented. Their opinions of the USSR and their visions of Russia’s post-Soviet future are also explored. The study reveals the Romanovs were well- meaning, but not educated in a fashion enabling them to govern effectively; they were out of touch with Russia's needs and in any case, the grand ducal role was impotent. Despite the revolutions and their forced exile, the Romanovs maintained an essentially autocratic outlook concerning Russia. ",Russia;USSR;Europe,https://curve.carleton.ca/system/files/etd/fc80718e-e215-435c-8cac-2d37985f8d8f/etd_pdf/d6b96fd96e20bc36f5fccf773d023746/kent-memoirsoftheroyalsofrussiaabroadbenevolent.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_181,"Looke about you: the constitution of the Leveller subject in an ethical experience of engagement, England 1640-1660",pdf,"Richards, Brodie E.",2002,Master of Arts,https://curve.carleton.ca/612f985f-f888-4a0c-a349-357dc9421ea1,"Within the revolutionary events of the English Civil War the political conditions of the war produced significant modifications in how individuals engaged in political activity. These modifications and the conflict they engendered were shaped by discourses produced within a vast print marketplace of pamphlets, sermons, treatises and newsbooks. In studying the tracts of this period, this work has isolated the moral debate on ‘the Leveller’ and the debate’s interrelation to the practices of a ‘sort of men’ who formed a political organization to pursue a specific set of goals and ideals. Central to the practices of this organization was the promotion of an Agreement of the People as a model for settling the commonwealth. The examination of this group is organized by a Foucaultian methodology, whereby it analyses the way an ethical experience of engagement produced, within ‘practices of the self,” the conditions for the leveller to constitute himself as an ethical subject of his political activity. Organizing the thesis within a different theoretical paradigm has enabled it to suggest the way the leveller introduced important changes to modes of political subjectivity based upon a problematization of the ‘self” in ethical practice. ",England,https://curve.carleton.ca/system/files/etd/612f985f-f888-4a0c-a349-357dc9421ea1/etd_pdf/e559b8077aa6c809e0270fc41e7584cd/richards-lookeaboutyoutheconstitutionoftheleveller.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_182,"Faith in pluralism : a history of the religious education controversy in Ontarios public schools, 1944-1969",pdf,"Michel, A. P.",2001,Master of Arts,https://curve.carleton.ca/51c43dd9-41aa-4012-803b-fd8240308ce4,"This study examines the introduction, persistence and eventual public rejection of Christian education in Ontario’s public schools during the period of 1944-1969. This episode reveals a significant shift in the political and religious culture of Ontario in the two decades after the Second World War. During this time period the traditional British, Protestant, conservative culture of “Old Ontario” gradually gave way to a more pluralistic, liberal culture. The religious education program was introduced into the schools in reaction to these changes. in an effort to bolster a fading worldview, but because the program was so closely tied to a traditional culture which came under increasing criticism in the 1960s, it was swept away as a cultural anachronism. Controversy and public debate arose when the program was introduced in 1944 and again during the carly 1960s. A comparison of the public debates in these two periods provides ample evidence of the significant shift in attitudes which had taken place.  The study concludes that in this episode, which at first glance does not appear to fit into most theories of secularization and modemnization, the state increased the presence of religion in the public sphere. supposedly taking over the role of churches and teaching the Christian religion as a means to fortify a common political culture. In the turmoil of the Second World War, and in the conservative-modemism of the 1950s, such a program was not objectionable to most members of society, although opposition was strong from religious minorities. When more liberal ideas about individual rights and pluralism began to gain authority in the culture. the previous practices were denounced as indoctrinating, oppressive and segregationist. The program had not changed significantly. nor had the religious demographics of public school attendees. The public controversy and rejection was a symptom of a much deeper cultural change. As democratic citizenship was redefined in liberal terms. Christianity was relegated to the private sphere. losing its privileged status as public religion in a conservative culture. ",Canada;Ontario,https://curve.carleton.ca/system/files/etd/51c43dd9-41aa-4012-803b-fd8240308ce4/etd_pdf/646856fa1d0510c81f0dbcd730b7eebf/michel-faithinpluralismahistoryofthereligiouseducation.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_183,"Canadas Polymer Corporation : the crown, technological innovation, and the pursuit of economic interest, 1942-1990",pdf,"Bellamy, Matthew J.",2001,Doctor of Philosophy,https://curve.carleton.ca/c9b702ea-a302-4967-8338-0bc0a02bb6c7,"Crown corporations are widely regarded as a quintessentially-Canadian invention. Since 1841, they have been dexterously implemented and hotly debated as instruments of public policy. This is the history of the birth and evolution of one such crown corporation - Canada’s leading synthetic rubber producer - and the play of public policy and commercial enterprise upon it.  Rubber has been an indispensable ingredient of modem industry; its malleable properties minimize the wear and tear of mechanical existence. When the Japanese military poured into Southeast Asia in December, 1941, cutting off the Allies’ supply of natural rubber, Ottawa’s response was to create a crown company, Polymer Corporation Ltd., to oversee the construction and operation of a synthetic rubber plant at Sarnia, Ontario. During the war, Polymer met all of Canada’s rubber needs. After the war, it became a model of state-owned industrial success. How it did so is the subject of this work. In Canada, crown corporations have always been expected to perform - albeit somewhat paradoxically - both policy and commercial roles. Polymer was unique in that, for most of its existence, the emphasis was on the latter function. Making money was its raison d’étre. In the process of turning a profit, however, Polymer incidentally served a public purpose - initially winning the war and latterly giving Canada a leading-edge presence in the global synthetic rubber industry.  Given Polymer’s duality of function, this thesis proceeds on two levels. At one level it explores the politics of public enterprise by focusing on developments at Polymer from its inception in 1942 to the time of its purchase by the German-owned A.G. Bayer company in 1990. The questions which are explored here include: the rationale for establishing Polymer; Polymer’s changing role as an instrument of policy and the extent to which it fulfilled its mission; the standards to which Polymer was held accountable; and the politics of multi-nationalization and privatization.   On another level this dissertation examines the growth of a firm. It investigates how this unique corporation managed to expand and prosper. It seeks to identify the challenges which Polymer faced as a commercial enterprise and its response to those challenges. It explores Polymer’s strategies and structures in the context of intemational business developments; the role of science and technology in the growth of the firm; the relationship between profits and innovation; and the dynamics of corporate decision making.  Drawing on the rich Polymer collection at the National Archives of Canada and the informed comments and reflections of the men who led the corporation over a period of fifty years, the thesis concludes, that contrary to neo-conservative rhetoric, crown corporations can be borh effective instruments of public policy and dynamic and profitable commercial enterprises. ",Canada; Ontario; Sarnia,https://curve.carleton.ca/system/files/etd/c9b702ea-a302-4967-8338-0bc0a02bb6c7/etd_pdf/e2a91f58feffd0bc685f7bb7e6a299c2/bellamy-canadaspolymercorporationthecrowntechnological.pdf,Industrial development; Rubber; World War 1939-1945,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_184,"The empire is womans sphere : organized female imperialism in Canada, 1880-1920s",pdf,"Gaudet, Lisa",2001,Doctor of Philosophy,https://curve.carleton.ca/6ae5d430-d023-4312-9346-2391e19c633c,not available,tbd,https://curve.carleton.ca/system/files/etd/6ae5d430-d023-4312-9346-2391e19c633c/etd_pdf/8d08875300cd88eac6230131844a170a/gaudet-theempireiswomanssphereorganizedfemaleimperialism.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_185,"The English metrological standardisation debate, 1758-1824.",pdf,"Adell, Rebecca Jemima",2000,Master of Arts,https://curve.carleton.ca/6a9ee772-c027-4c70-a717-e3bae6f5f65c,not available,tbd,https://curve.carleton.ca/system/files/etd/6a9ee772-c027-4c70-a717-e3bae6f5f65c/etd_pdf/2f6d1de7b33c1c16728745640e12ce4c/adell-theenglishmetrologicalstandardisationdebate.pdf,Weights And Measures ;Great Britain ;HistoryGreat Britain ;Politics And Government 18th Century,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_186,"A Very go-ahead little town; business interests, state formation and community in Yarmouth, Nova Scotia, 1890-1984.",pdf,"Dixon, Margaret J.",2000,Master of Arts,https://curve.carleton.ca/a9453b2a-a646-4fd9-b506-5a840b740e9f,not available,tbd,https://curve.carleton.ca/system/files/etd/a9453b2a-a646-4fd9-b506-5a840b740e9f/etd_pdf/b1580d4ae1a65c0befd75fe0a789f1f3/dixon-averygoaheadlittletownbusinessinterestsstate.pdf,Yarmouth (N;s;HistoryMunicipal Government ;Nova Scotia ;Yarmouth ;Citizen ParticipationCommunity Power ;Nova Scotia ;Yarmouth ;HistoryTourism ;Nova Scotia ;Yarmouth ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_187,"Support pending; the Canadian autoworkers struggle for adjustment assistance at a time of industrial change, 1960-65.",pdf,"Roy, James A.",2000,Master of Arts,https://curve.carleton.ca/f6c8fa84-b96d-4699-a6a9-d0da4265e8c6,not available,tbd,https://curve.carleton.ca/system/files/etd/f6c8fa84-b96d-4699-a6a9-d0da4265e8c6/etd_pdf/43bf4dbe2f577256b141b380acddba05/roy-supportpendingthecanadianautoworkersstruggle.pdf,Law;Canada;HistoryAutomobile Industry Workers ;Labor Unions ;Canada;HistoryAutomobile Industry And Trade ;Canada;Management,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_188,"Religion, medicine, and the body; protestant faith healing in Canada, 1880-1930",pdf,"Opp, James William",2000,Doctor of Philosophy,https://curve.carleton.ca/bb367a8c-8307-4319-acf4-0601bdf79764,"Faith healing entered Canada as an informal network of women who shared testimonials and prayers with each other. By the 1920s, evangelistic healing campaigns in large urban centres were drawing tens of thousands on a daily basis. This work traces the development o.f divine healing within Canadian Protestantism by examining a wide variety of groups that engaged in the practice, including the Christian and Missionary Alliance, the Salvation Army, the Christian Catholic Church, and Pentecostalism. It also analyzes the diverse reactions to divine healing on the part of fundamentalists, mainline Protestants, the medical community, and the state.  By framing the phenomenon of divine healing as a history of the body, this dissertation presents a unique perspective on the multiple ways in which medical and religious discourses competed in their constructions of the body. Proponents of faith healing subverted the epistemological grounding of medical knowledge by turning insiead to the personal subjective experience of religion as the authoritative basis to lay claim to “divine health.” The social space in which faith healing took place was transformed over time, but the dominating presence of women remained a constant feature from the beginning. ‘This study explores the cultural practice of faith healing as both a devotional observance and a point of resistance to conventional medicine. It is argued that the act of healing took place within a matrix of religious and medical ideologies that were in turn enwrapped by constructions of gender, class, and social geography. By disentangling these complex layers of meaning, faith healing is historically situated as a particular way of viewing, and understanding, the body. ",Canada,https://curve.carleton.ca/system/files/etd/bb367a8c-8307-4319-acf4-0601bdf79764/etd_pdf/c4f1552355540879922959cd552fbd36/opp-religionmedicineandthebodyprotestantfaith.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_189,The politics of British Commonwealth Air Training Plan base selection in Western Canada.,pdf,"Heide, Rachel Lea",2000,Master of Arts,https://curve.carleton.ca/56404d54-f84b-4753-b39d-54d3fe46866b,not available,tbd,https://curve.carleton.ca/system/files/etd/56404d54-f84b-4753-b39d-54d3fe46866b/etd_pdf/638c6061bcfcdc194d582122c8ca61d5/heide-thepoliticsofbritishcommonwealthairtraining.pdf,"Aeronautics, Military ;Study and teaching;Canada;HistoryBritish Commonwealth Air Training Plan ;World War, 1939-1945 ;Canada",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_190,"Guiding the ship through the storm: W. D. Herridge and Canadian relations with the United states, 1931-1935.",pdf,"Hoogenraad, Stephen",2000,Master of Arts,https://curve.carleton.ca/9bc9dae2-2b48-4d10-9bd1-0d1907e9f23d,not available,tbd,https://curve.carleton.ca/system/files/etd/9bc9dae2-2b48-4d10-9bd1-0d1907e9f23d/etd_pdf/774c9e7232f6fbcf831efe09a4385bdf/hoogenraad-guidingtheshipthroughthestormwdherridgeand.pdf,"Herridge, William Duncan, 1888-Canada ;Foreign Relations ;United States;HistoryUnited States ;Foreign Relations ;Canada;HistorySaint Lawrence SeawayCanada ;Politics And Government 1935-1957",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_191,Incident or insurrection? A ceremonial procession of artisans of Aix-En-Provence in 1730; a study of attitudes towards authority.,pdf,"Anders, Carole",2000,Master of Arts,https://curve.carleton.ca/9451c7fc-d758-4247-8963-775d92119555,not available,tbd,https://curve.carleton.ca/system/files/etd/9451c7fc-d758-4247-8963-775d92119555/etd_pdf/c2715633ed80c450a1a9ef672fe9226b/anders-incidentorinsurrectionaceremonialprocession.pdf,"Artisans ;France ;Aix-en-provence ;History 18th CenturyProtest Movements ;France ;Aix-en-provence ;History 18th CenturySocial Classes ;France ;Aix-en-provence ;History 18th CenturyConti, Louise-elizabeth De Bourbon Conde, Princesse DeConti, Louis Francois De Bourbon, Prince De, 1717-1776Guilds ;France ;HistoryAix-en-provence (France) ;Social Conditions;History",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_192,"For club or country? Hockey in wartime Canada, 1939-1945.",pdf,"Panunto, Gabriel Stephen, 2000",2000,Master of Arts,https://curve.carleton.ca/6a0f63ad-5ce7-4ab7-a1c6-271a84d3a487,not available,tbd,https://curve.carleton.ca/system/files/etd/6a0f63ad-5ce7-4ab7-a1c6-271a84d3a487/etd_pdf/1966177750ab585de4a10aa258530fd0/panunto-forcluborcountryhockeyinwartimecanada19391945.pdf,"Hockey ;Canada;History;National Hockey League ;History; Sports ;Social Aspects;CanadaWorld War, 1939-1945 ;Canada; Canadian Army ;Recruiting, Enlistment, Etc; Nationalism And Sports",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_193,"First Canadian division, C.E.F., 1914-1918 : ducimus (we lead)",pdf,"Radley, Kenneth",2000,Doctor of Philosophy,https://curve.carleton.ca/e9536867-1cd1-417f-87f7-cf8fa83e39c9,not available,tbd,https://curve.carleton.ca/system/files/etd/e9536867-1cd1-417f-87f7-cf8fa83e39c9/etd_pdf/0c156223df8201e8f8e4c0984ebb2339/radley-firstcanadiandivisioncef19141918ducimuswe.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_194,"Assimilation, integration or termination?; the development of Canadian Indian policy, 1943-1963.",pdf,"Leslie, John F.",1999,Doctor of Philosophy,https://curve.carleton.ca/003068e9-223d-4461-85a5-8dc285681838,not available,tbd,https://curve.carleton.ca/system/files/etd/003068e9-223d-4461-85a5-8dc285681838/etd_pdf/d41514a3f66026876e3f83354ec7fbfb/leslie-assimilationintegrationorterminationthedevelopment.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_195,Ralph Cecil Horner: product of the Ottawa Valley.,pdf,"Fortune, Clifford Roy",1999,Master of Arts,https://curve.carleton.ca/66e986bc-6149-48c4-ab4c-86f678fe2ad4,not available,tbd,https://curve.carleton.ca/system/files/etd/66e986bc-6149-48c4-ab4c-86f678fe2ad4/etd_pdf/68481acb7fa364441eb988a64ee52144/fortune-ralphcecilhornerproductoftheottawavalley.pdf,"Horner, Ralph C; (Ralph Cecil), 1854-1921; Holiness; Methodist Church ;Ontario ;History 19th Century",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_196,"Missed opportunities; first Canadian army and the air plan for operation Totalize, 7-10 1944.",pdf,"Perrun, Jody",1999,Master of Arts,https://curve.carleton.ca/546854a7-f881-4bff-ba24-83e35d8c486f,not available,tbd,https://curve.carleton.ca/system/files/etd/546854a7-f881-4bff-ba24-83e35d8c486f/etd_pdf/f3aa317e99f0dff03c5c38461af5cbcc/perrun-missedopportunitiesfirstcanadianarmyandthe.pdf,"Canada; Canadian Army ; Battalion, Highland Light Infantry Of Canada, 1st ;History;World War, 1939-1945 ;Campaigns ;Normandy;Canada; Canadian Army ;World War, 1939-1945 ",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_197,Red Tory: the political ideas and legislative legacy of R. B. Bennett.,pdf,"Peacock, Kurt",1999,Master of Arts,https://curve.carleton.ca/2415aae6-da8f-487e-a6eb-7815b6635e36,not available,tbd,https://curve.carleton.ca/system/files/etd/2415aae6-da8f-487e-a6eb-7815b6635e36/etd_pdf/f451aa545befd024abb315e0ef46e092/peacock-redtorythepoliticalideasandlegislativelegacy.pdf,"Bennett, R; B; (Richard Bedford), 1870-1947Canada ;Politics And Government 20th Century;Progressive Conservative Party Of Canada;History 20th Century;Canadian Broadcasting Corporation; Bank Of Canada ;History",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_198,"Writing out of orthodoxy: Lily Dougall, Anglican modernist, 1858-1923",pdf,"Dean, Joanna",1999,Doctor of Philosophy,https://curve.carleton.ca/4f6f57e2-ea99-4164-9e0c-dbefbac5eeb7,"Lily Dougall (1858-1923) was a Canadian novelist and religious essayist. This biography charts her intellectual development from her evangelical youth in Montreal and New York to her prominence as a religious speaker and writer with the Anglican Modernist movement in Oxford, England. It is an investigation into the gendered cultural context within which modern experiential faith has developed.  Lily Dougall was known in Britain for her thought-provoking novels, such as Beggars All (1891), when she published, anonymously, the controversial lyrical religious essay, Pro Christo et Ecclesia (1900). Between 1900 and 1923 she wrote and edited a series of widely read works of modern theology, and became a popular modernist speaker, an advocate of spiritual healing through the Guild of Heaith, and a mentor to the Student Christian Movement and the Anglican Fellowship. With Canon B.H. Streeter, she created the Cumnor Group, an influential discussion group dedicated to liberal theology.  As a religious modernist, Lily Dougall advocated free intellectual inquiry and rejected the traditional authorities of creed, doctrine and the Bible. She did not find miracles, even the miracles of the virein birth and phvsical resurrection of Christ, central to her faith. Instead her theology was experiential, based on the personal experience of God. The thesis identifies the origins of this liberal and experiential faith in the work of Friedrich Schleiermacher, Thomas Carlyle, F.D. Maurice, and American holiness theologian Thomas Upham, and describes the evolution of her religious thought through evangelicalism, the Anglican Broad Church, Christian socialism, personal idealism, modernism and Christian fellowship.  The thesis argues for a more contextual and historically nuanced understanding of religious experience. It analyses the gendered nature of liberal spirituality, which shaped, and sometimes silenced, women’s theological expression, and discusses Dougall’s difficulties entering and working within the masculine world of theology. Finally, it examines the links between Edwardian experiential faith and the development of feminist theology, the modern study of mysticism, and the early science of psychology. ",Canada;Montreal;US;New York;Oxford;England,https://curve.carleton.ca/system/files/etd/4f6f57e2-ea99-4164-9e0c-dbefbac5eeb7/etd_pdf/5f058c063abc77af1bcdec0457211b3b/dean-writingoutoforthodoxylilydougallanglicanmodernist.pdf,"Dougall, Lily, 1858-1923 ;Criticism And Interpretation; Liberalism (Religion);Feminist Theology",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_199,"Winning trench warfare: battlefield intelligence in the Canadian Corps, 1914-1918.",pdf,"Jenkins, Dan Richard",1999,Doctor of Philosophy,https://curve.carleton.ca/d2faed33-549a-4c18-9537-f351e41302b3,not available,tbd,https://curve.carleton.ca/system/files/etd/d2faed33-549a-4c18-9537-f351e41302b3/etd_pdf/1367d871920752d13414d870c9dfe862/jenkins-winningtrenchwarfarebattlefieldintelligence.pdf,"World War, 1914-1918 ;Military Intelligence ;Canada;Military Intelligence ;Canada;History;World War, 1914-1918 ;Trench Warfare",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_200,Exercise Musk Ox: lost opportunities.,pdf,"Thrasher, Kevin Mendel",1998,Master of Arts,https://curve.carleton.ca/64e39700-c3d0-46c7-82b7-b4dad60ddc1e,not available,tbd,https://curve.carleton.ca/system/files/etd/64e39700-c3d0-46c7-82b7-b4dad60ddc1e/etd_pdf/fc7cb15adfce59b5053ff9d47ed8c2fd/thrasher-exercisemuskoxlostopportunities.pdf,"Military Maneuvers ;Cold Weather Conditions;Military Maneuvers ;Canada, Northern; Transportation, Military ;Cold Weather Conditions; Arctic Regions ;Military Policy;Canada;Politics And Government 1935-1948",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_201,"Women of the cloth - weavers in Westmorland and Charlotte counties, New Brunswick 1871-1891.",pdf,"Rygiel, Judith Anne",1998,Master of Arts,https://curve.carleton.ca/ea2d68fb-e96e-487a-824d-637ea0fc2d0a,not available,tbd,https://curve.carleton.ca/system/files/etd/ea2d68fb-e96e-487a-824d-637ea0fc2d0a/etd_pdf/cb2560cfaa9d7b0e162e80582d955ac1/rygiel-womenoftheclothweaversinwestmorlandandcharlotte.pdf, Women ;Employment ;New Brunswick;History; Weavers ;New Brunswick;History; Women Textile Workers ;New Brunswick; Textile Industry ;New Brunswick;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_202,"Implementing NORAD, 1956-1962; the bureaucratic tug of war for access and influence.",pdf,"Allin, Robert Douglas",1998,Master of Arts,https://curve.carleton.ca/531bdf82-061e-409a-9f36-6473cd75a8a3,not available,tbd,https://curve.carleton.ca/system/files/etd/531bdf82-061e-409a-9f36-6473cd75a8a3/etd_pdf/841bd771f674ac04d4f72f389be2e867/allin-implementingnorad19561962thebureaucratictug.pdf,North American Air Defense Command;Canada;Military Relations ;United States;United States;Military Relations ;Canada;Canada;Politics And Government 1957-1963,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_203,Ammianus Marcellinus as a guide to the strategies of Julians Gallic campaign 356 - 361.,pdf,"White, Andrea",1998,Master of Arts,https://curve.carleton.ca/17f40d66-ad86-46ee-9d7d-30d005c120c2,not available,tbd,https://curve.carleton.ca/system/files/etd/17f40d66-ad86-46ee-9d7d-30d005c120c2/etd_pdf/5dce641edc754af8a959f8875e27abf1/white-ammianusmarcellinusasaguidetothestrategies.pdf,"Ammianus Marcellinus; Rerum Gestarum Libri;Ammianus Marcellinus;Political And Social Views;Rome ;History Julian, 361-363Gaul ;History 58 B;c;-511 A;d;Rome ;History Empire, 284-476",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
